,source_id,source_name,company_name,ultimate_parent_name,country,lat,lon,ultimate_parent_id,company_id,percent_interest_parent,percent_interest_company,percent_company_datasource,percent_parent_datasource,ultimate_parent_revenue_annual (mil),created_date
0,3162256,Dahna Toor Coal Mine,North Coal Enterprise (NCE),North Coal Enterprise (NCE),AFG,35.70499225,67.31219552,100000131989,100000131989,100.0,100.0,{11680},{11680},460,49:34.1
1,3162257,Garmak Project Coal Mine,Khoshak Brothers,Khoshak Brothers,AFG,35.733,67.308,100000131795,100000131795,100.0,100.0,{11681},{11681},6300,49:34.1
2,14855,Shadashak Coal Mine,North Coal Enterprise (NCE),North Coal Enterprise (NCE),AFG,35.863255,67.596674,100000131989,100000131989,100.0,100.0,{11682},{11682},460,49:33.9
3,3162259,Tala Wa Barfak Coal Mine,North Coal Enterprise (NCE),North Coal Enterprise (NCE),AFG,35.33194,68.12,100000131989,100000131989,100.0,100.0,{11683},{11683},460,49:34.1
4,3162260,Valius Coal Mine,unknown,unknown,ALB,41.39151824,19.73642639,100000132388,100000132388,100.0,100.0,{11684},{11684},50,49:34.1
5,14856,Río Turbio Coal Mine,Yacimientos Carboníferos de Río Turbio,Yacimientos Carboníferos de Río Turbio,ARG,-51.538363,-72.324353,100001000714,100001000714,100.0,100.0,{11685},{11685},1500,49:33.9
6,14857,Airly Coal Mine,Centennial Coal Company,Banpu,AUS,-33.1130709,150.0149367,100001001130,100001001131,100.0,100.0,{11686},"{6204,11686}",15,49:33.9
7,14858,Appin Coal Mine,Illawarra Coal,South32,AUS,-34.211194,150.792736,100001010133,100000131694,100.0,100.0,{11687},{11687},25,49:33.9
8,14859,Aquila Coal Mine,Capcoal,Mitsui & Co,AUS,-22.9816055,148.5373229,100000000651,100001000775,30.0,100.0,{11688},"{5832,11688}",575,49:33.9
9,14859,Aquila Coal Mine,Capcoal,Anglo American,AUS,-22.9816055,148.5373229,100001000407,100001000775,70.0,100.0,{11688},"{5837,11688}",125,49:33.9
10,14860,Ashton Coal Mine,Yancoal Australia,Yancoal Australia,AUS,-32.468942,151.078493,100000132368,100000132368,100.0,100.0,{11689},"{7048,11689}",44,49:33.9
11,14861,Baralaba Coal Mine,Baralaba Coal,AMCI Group,AUS,-24.13680401,149.7936125,100000131213,100000131345,100.0,100.0,{11690},{11690},646,49:33.9
12,14862,Bengalla Coal Mine,Taiwan Power,Taiwan Power,AUS,-32.268076,150.84,100000002128,100000002128,20.0,20.0,{11691},"{5365,11691}",1180,49:33.9
13,14862,Bengalla Coal Mine,New Hope Group,New Hope Group,AUS,-32.268076,150.84,100000131974,100000131974,80.0,80.0,{11691},{11691},9000,49:33.9
14,14863,Blackwater Coal Mine,BHP Billiton Mitsubishi Alliance,BHP Group,AUS,-23.685585,148.807361,100000000015,100001000762,50.0,100.0,{11692},"{5827,6453,11692}",32100,49:33.9
15,14863,Blackwater Coal Mine,BHP Billiton Mitsubishi Alliance,Mitsubishi,AUS,-23.685585,148.807361,100000000650,100001000762,50.0,100.0,{11692},"{5826,5827,6453,11692}",40,49:33.9
16,14864,Blackwood Coal Mine,Cornwall Coal,Cement Australia,AUS,-41.559798,148.130942,100000131474,100000131517,100.0,100.0,{11693},{11693},40,49:33.9
17,14865,Blair Athol Coal Mine,Orion Mining,TerraCom,AUS,-22.703221,147.54353,100000132284,100000132008,100.0,100.0,{11694},{11694},28,49:33.9
18,14866,Bloomfield Coal Mine,Bloomfield Collieries,Bloomfield Group,AUS,-32.7928986,151.5841947,100000131403,100000131402,100.0,100.0,{11695},{11695},90,49:33.9
19,16648,Bluff Coal Mine,Bowen Coking Coal,Bowen Coking Coal,AUS,-23.58974663,149.0786443,100001010170,100001010170,100.0,100.0,{11696},"{7040,11696}",4,49:34.0
20,14867,Boggabri Coal Mine,Chugoku Electric Power,Chugoku Electric Power,AUS,-30.6116182,150.1550389,100000001982,100000001982,10.0,10.0,{11697},"{7003,11697}",232,49:33.9
21,14867,Boggabri Coal Mine,Boggabri Coal,Idemitsu Kosan,AUS,-30.6116182,150.1550389,100000000639,100000131406,80.0,80.0,{11697},"{7001,7002,11697}",20,49:33.9
22,14867,Boggabri Coal Mine,NS Boggabri,Nippon Steel,AUS,-30.6116182,150.1550389,100000000652,100000131960,10.0,10.0,{11697},"{5833,7004,7005,11697}",11,49:33.9
23,14868,Broadmeadow Coal Mine,BM Alliance Coal Operations,Mitsubishi,AUS,-21.8025693,147.98,100000000650,100000131306,50.0,100.0,{11698},{11698},40,49:33.9
24,14868,Broadmeadow Coal Mine,BM Alliance Coal Operations,BHP,AUS,-21.8025693,147.98,100000131309,100000131306,50.0,100.0,{11698},{11698},60,49:33.9
25,14869,Bulga Coal Mine,Nippon Steel Australia,Nippon Steel,AUS,-32.6795434,151.1000279,100000000652,100000131983,87.5,87.5,{11699},"{5833,7004,11699}",11,49:33.9
26,14869,Bulga Coal Mine,Saxonvale Coal,Glencore,AUS,-32.6795434,151.1000279,100001000400,100000132183,10.375,12.5,{11699},"{7039,11699}",441,49:33.9
27,14869,Bulga Coal Mine,Saxonvale Coal,ENEOS Australia,AUS,-32.6795434,151.1000279,100001010571,100000132183,1.9,12.5,{11699},"{7039,11699}",190,49:33.9
28,16649,Byerwen Coal Mine,Byerwen Coal,JFE Holdings,AUS,-21.242828,147.835392,100000000643,100000131449,15.0,100.0,{11700},"{1971,1972,6386,11700}",24,49:34.0
29,16649,Byerwen Coal Mine,Byerwen Coal,QCoal,AUS,-21.242828,147.835392,100000132087,100000131449,85.0,100.0,{11700},{11700},20,49:34.0
30,14870,Callide Coal Mine,Batchfire Resources,Batchfire Resources,AUS,-24.310921,150.622173,100000131352,100000131352,100.0,100.0,{11701},{11701},1670,49:33.9
31,14871,Cameby Downs Coal Mine,Syntech Resources,Shandong Energy Group,AUS,-26.6181915,150.3548193,100000000252,100000132258,100.0,100.0,{11702},{11702},153,49:33.9
32,3162277,CapCoal Mine Complex,Capcoal,Mitsui & Co,AUS,-22.990997,148.580506,100000000651,100001000775,30.0,100.0,{11703},"{5832,11703}",575,49:34.1
33,3162277,CapCoal Mine Complex,Capcoal,Anglo American,AUS,-22.990997,148.580506,100001000407,100001000775,70.0,100.0,{11703},"{5837,11703}",125,49:34.1
34,14872,Carborough Downs Coal Mine,Fitzroy Australia Resources,ITOCHU,AUS,-21.9502,148.2094,100000001237,100001010416,50.0,100.0,{11704},"{6370,6986,6987,11704}",75,49:33.9
35,14872,Carborough Downs Coal Mine,Fitzroy Australia Resources,American Metals & Coal International,AUS,-21.9502,148.2094,100001000431,100001010416,50.0,100.0,{11704},"{6370,6986,6987,11704}",19998,49:33.9
36,16768,Carmichael Coal Project,Adani Mining,Adani Enterprises,AUS,-22.073611,146.329722,100001000761,100001000566,100.0,100.0,{11705},"{5922,11705}",279,49:34.0
37,14873,Caval Ridge Coal Mine,BHP Billiton Mitsubishi Alliance,BHP Group,AUS,-22.1056069,148.0475444,100000000015,100001000762,50.0,100.0,{11706},"{5827,6453,11706}",32100,49:33.9
38,14873,Caval Ridge Coal Mine,BHP Billiton Mitsubishi Alliance,Mitsubishi,AUS,-22.1056069,148.0475444,100000000650,100001000762,50.0,100.0,{11706},"{5826,5827,6453,11706}",40,49:33.9
39,14874,Chain Valley Coal Mine,Great Southern Energy,Sev.en Global Investments,AUS,-33.163056,151.549665,100001010410,100000131643,100.0,100.0,{11707},"{6976,11707}",582,49:33.9
40,14875,Clarence Colliery,Centennial Coal - Clarence Joint Venture,SK Energy,AUS,-33.4597,150.2479,100000132156,100000132387,15.0,100.0,{11708},{11708},3000,49:33.9
41,14875,Clarence Colliery,Centennial Coal - Clarence Joint Venture,Banpu,AUS,-33.4597,150.2479,100001001130,100000132387,85.0,100.0,{11708},"{6204,11708}",15,49:33.9
42,14876,Clermont Coal Mine,J-POWER,J-POWER,AUS,-22.7201075,147.6195648,100000000641,100000000641,22.0,22.0,{11709},"{5633,11709}",38900,49:33.9
43,14876,Clermont Coal Mine,Sumitomo,Sumitomo,AUS,-22.7201075,147.6195648,100000000657,100000000657,37.0,37.0,{11709},"{5686,11709}",152,49:33.9
44,14876,Clermont Coal Mine,other,other,AUS,-22.7201075,147.6195648,100000001753,100000001753,4.0,4.0,{11709},{11709},194,49:33.9
45,14876,Clermont Coal Mine,Glencore,Glencore,AUS,-22.7201075,147.6195648,100001000400,100001000400,37.0,37.0,{11709},"{5862,11709}",441,49:33.9
46,14877,Collinsville Coal Mine,NC Coal Company,Glencore,AUS,-20.5567302,147.8148229,100001000400,100001000810,100.0,100.0,{11710},"{5861,11710}",441,49:33.9
47,14878,Commodore Coal Mine,InterGen,InterGen,AUS,-27.9343501,151.2554422,100000003317,100000003317,100.0,100.0,{11711},{11711},232,49:33.9
48,14879,Cook Colliery,QCoal,QCoal,AUS,-23.7159074,148.8893157,100000132087,100000132087,100.0,100.0,{11712},{11712},20,49:33.9
49,14880,Coppabella Coal Mine,Marubeni,Marubeni,AUS,-21.844554,148.427187,100000000649,100000000649,7.0,7.0,{11713},"{5684,11713}",500,49:33.9
50,14880,Coppabella Coal Mine,other,other,AUS,-21.844554,148.427187,100000001753,100000001753,5.7,5.7,{11713},{11713},194,49:33.9
51,14880,Coppabella Coal Mine,CITIC Australia Coppabella,CITIC Australia Coppabella,AUS,-21.844554,148.427187,100000131453,100000131453,14.0,14.0,{11713},{11713},427,49:33.9
52,14880,Coppabella Coal Mine,Peabody Energy,Peabody Energy,AUS,-21.844554,148.427187,100001000402,100001000402,73.3,73.3,{11713},{11713},7204,49:33.9
53,3162287,Cows Coal Mine,QCoal,QCoal,AUS,-20.63668673,147.85009,100000132087,100000132087,100.0,100.0,{11714},{11714},20,49:34.1
54,14881,Cullenswood Coal Mine,Cement Australia,Cement Australia,AUS,-41.6125381,148.1254475,100000131474,100000131474,100.0,100.0,{11715},{11715},40,49:33.9
55,14882,Curragh Coal Mine,Coronado Global Resources,Coronado Global Resources,AUS,-23.493219,148.842723,100001000488,100001000488,100.0,100.0,{11716},{11716},2995,49:33.9
56,14883,Dartbrook Coal Mine,Australian Pacific Coal,Australian Pacific Coal,AUS,-32.1929124,150.894282,100000131301,100000131301,100.0,100.0,{11717},{11717},46,49:33.9
57,14884,Daunia Coal Mine,BHP Billiton Mitsubishi Alliance,BHP Group,AUS,-22.0410919,148.2702015,100000000015,100001000762,50.0,100.0,{11718},"{5827,6453,11718}",32100,49:33.9
58,14884,Daunia Coal Mine,BHP Billiton Mitsubishi Alliance,Mitsubishi,AUS,-22.0410919,148.2702015,100000000650,100001000762,50.0,100.0,{11718},"{5826,5827,6453,11718}",40,49:33.9
59,14885,Dawson Complex,Dawson Joint Venture,Mitsui & Co,AUS,-24.6168211,150.0504833,100000000651,100001000778,49.0,100.0,{11719},"{5832,11719}",575,49:33.9
60,14885,Dawson Complex,Dawson Joint Venture,Anglo American,AUS,-24.6168211,150.0504833,100001000407,100001000778,51.0,100.0,{11719},"{5837,11719}",125,49:33.9
61,14886,Dendrobium Coal Mine,South32,South32,AUS,-34.419776,150.826135,100001010133,100001010133,100.0,100.0,{11720},{11720},25,49:33.9
62,14887,Drake Coal Mine,QCoal,QCoal,AUS,-20.705189,147.812727,100000132087,100000132087,100.0,100.0,{11721},{11721},20,49:33.9
63,14888,Ensham Coal Mine,Bowen Investment (Australia),LX International,AUS,-23.454464,148.497455,100000001558,100000131414,15.0,15.0,{11722},"{7044,7045,11722}",1000,49:33.9
64,14888,Ensham Coal Mine,Sungela,Thungela Resources,AUS,-23.454464,148.497455,100001000764,100000132247,63.75,85.0,{11722},"{7041,7042,7043,11722}",3031,49:33.9
65,14888,Ensham Coal Mine,Sungela,Mayfair Corporations Group,AUS,-23.454464,148.497455,100001010575,100000132247,10.625,85.0,{11722},"{7043,11722}",3227,49:33.9
66,14888,Ensham Coal Mine,Sungela,Audley Energy,AUS,-23.454464,148.497455,100001010576,100000132247,10.625,85.0,{11722},"{7043,11722}",783,49:33.9
67,14889,Foxleigh Coal Mine,Nippon Steel Australia,Nippon Steel,AUS,-22.997778,148.803889,100000000652,100000131983,10.0,10.0,{11723},"{5833,7004,11723}",11,49:33.9
68,14889,Foxleigh Coal Mine,POSCO Australia,POSCO Australia,AUS,-22.997778,148.803889,100000132056,100000132056,20.0,20.0,{11723},{11723},23,49:33.9
69,14889,Foxleigh Coal Mine,QMetco - Taurus Resources,QMetco - Taurus Resources,AUS,-22.997778,148.803889,100000132088,100000132088,70.0,70.0,{11723},{11723},1800,49:33.9
70,3162297,Glendell Coal Mine,Glendell Tenements,Glencore,AUS,-32.45121527,151.0783194,100001000400,100001000814,100.0,100.0,{11724},"{5863,5864,11724}",441,49:34.1
71,14890,Goonyella-Riverside Coal Mine,BHP Billiton Mitsubishi Alliance,BHP Group,AUS,-21.792321,147.962045,100000000015,100001000762,50.0,100.0,{11725},"{5827,6453,11725}",32100,49:33.9
72,14890,Goonyella-Riverside Coal Mine,BHP Billiton Mitsubishi Alliance,Mitsubishi,AUS,-21.792321,147.962045,100000000650,100001000762,50.0,100.0,{11725},"{5826,5827,6453,11725}",40,49:33.9
73,14891,Gregory Crinum Coal Mines,Sojitz Blue,Sojitz,AUS,-23.1491384,148.3875874,100000000656,100001010423,100.0,100.0,{11726},"{6993,11726}",1500,49:33.9
74,16516,Grosvenor Coal Mine,Grosvenor,Nippon Steel,AUS,-21.97420531,148.0106197,100000000652,100001000780,5.0,100.0,{11727},"{5840,6354,11727}",11,49:34.0
75,16516,Grosvenor Coal Mine,Grosvenor,Anglo American,AUS,-21.97420531,148.0106197,100001000407,100001000780,88.0,100.0,{11727},"{5830,5837,11727}",125,49:34.0
76,14892,Hail Creek Coal Mine,Marubeni,Marubeni,AUS,-21.484811,148.37,100000000649,100000000649,12.0,12.0,{11728},"{5684,11728}",500,49:33.9
77,14892,Hail Creek Coal Mine,other,other,AUS,-21.484811,148.37,100000001753,100000001753,3.0,3.0,{11728},{11728},194,49:33.9
78,14892,Hail Creek Coal Mine,Glencore,Glencore,AUS,-21.484811,148.37,100001000400,100001000400,85.0,85.0,{11728},"{5862,11728}",441,49:33.9
79,14893,Hunter Valley North Coal Mine,Yancoal Australia,Yancoal Australia,AUS,-32.4657844,150.9734981,100000132368,100000132368,51.0,51.0,{11729},"{7048,11729}",44,49:33.9
80,14893,Hunter Valley North Coal Mine,Glencore,Glencore,AUS,-32.4657844,150.9734981,100001000400,100001000400,49.0,49.0,{11729},"{5862,11729}",441,49:33.9
81,14894,Hunter Valley South Coal Mine,Yancoal Australia,Yancoal Australia,AUS,-32.5245107,150.9819012,100000132368,100000132368,51.0,51.0,{11730},"{7048,11730}",44,49:33.9
82,14894,Hunter Valley South Coal Mine,Glencore,Glencore,AUS,-32.5245107,150.9819012,100001000400,100001000400,49.0,49.0,{11730},"{5862,11730}",441,49:33.9
83,3162303,Isaac Plains East Coal Mine,Stanmore Resources,Stanmore Resources,AUS,-21.9718375,148.1132931,100001010097,100001010097,100.0,100.0,{11731},"{6330,11731}",3210,49:34.1
84,14895,Jax Coal Mine,QCoal,QCoal,AUS,-20.713736,147.860166,100000132087,100000132087,100.0,100.0,{11732},{11732},20,49:33.9
85,14896,Jellinbah Coal Mine,Marubeni Resources Development,Marubeni,AUS,-23.406874,148.950644,100000000649,100000131887,15.0,15.0,{11733},"{7032,11733}",500,49:33.9
86,14896,Jellinbah Coal Mine,Jellinbah Group,Jellinbah Group,AUS,-23.406874,148.950644,100001000577,100001000577,70.0,70.0,{11733},"{7033,11733}",1980,49:33.9
87,14896,Jellinbah Coal Mine,Sojitz Development,Sojitz,AUS,-23.406874,148.950644,100000000656,100001000614,15.0,15.0,{11733},"{5764,11733}",1500,49:33.9
88,14897,Kestrel Coal Mine,Kestrel Coal Resources,EMR Capital,AUS,-23.236333,148.3583273,100000131558,100000131793,41.6,80.0,{11734},"{7034,11734}",16,49:33.9
89,14897,Kestrel Coal Mine,Kestrel Coal Resources,PT Adaro Energy Indonesia,AUS,-23.236333,148.3583273,100001000782,100000131793,38.4,80.0,{11734},"{6999,7034,11734}",201,49:33.9
90,14897,Kestrel Coal Mine,Mitsui Coal Australia,Mitsui Coal Australia,AUS,-23.236333,148.3583273,100000131928,100000131928,20.0,20.0,{11734},{11734},26135,49:33.9
91,14898,Kogan Creek Coal Mine,CS Energy,CS Energy,AUS,-26.9384276,150.7743816,100001000657,100001000657,100.0,100.0,{11735},{11735},30600,49:33.9
92,14899,Lake Vermont Coal Mine,Jellinbah Group,Jellinbah Group,AUS,-22.4611726,148.4056045,100001000577,100001000577,100.0,100.0,{11736},"{7033,11736}",1980,49:33.9
93,14900,Liddell Coal Mine,Glencore Australia Holdings,Glencore,AUS,-32.40838,151.031944,100001000400,100000131627,67.5,67.5,{11737},"{5862,11737}",441,49:33.9
94,14900,Liddell Coal Mine,Mitsui Matsushima Australia,Mitsui Matsushima Holdings,AUS,-32.40838,151.031944,100000131931,100000131930,32.5,32.5,{11737},"{7028,11737}",33266,49:33.9
95,14901,Loy Yang Coal Mine,AGL Loy Yang,AGL Energy,AUS,-38.2347,146.564,100000000014,100001010112,99.9925,100.0,{11738},"{6364,11738}",45,49:33.9
96,14902,Mandalong Coal Mine,Centennial Mandalong,Banpu,AUS,-33.119111,151.461844,100001001130,100001001139,100.0,100.0,{11739},"{6204,11739}",15,49:33.9
97,14903,Mangoola Coal Mine,Mangoola Coal Operations,Glencore,AUS,-32.294922,150.706712,100001000400,100001000813,100.0,100.0,{11740},"{5862,5864,5866,11740}",441,49:33.9
98,3162313,Mannering Colliery,Delta Coal,Sev.en Global Investments,AUS,-33.177227,151.542804,100001010410,100001010409,100.0,100.0,{11741},"{6973,6974,6975,6976,11741}",582,49:34.1
99,16470,Maules Creek Coal Mine,Maules Creek Joint Venture,J-POWER,AUS,-30.562606,150.11498,100000000641,100001010387,10.0,100.0,{11742},"{6954,11742}",38900,49:34.0
100,16470,Maules Creek Coal Mine,Maules Creek Joint Venture,ITOCHU,AUS,-30.562606,150.11498,100000001237,100001010387,15.0,100.0,{11742},"{6954,11742}",75,49:34.0
101,16470,Maules Creek Coal Mine,Maules Creek Joint Venture,Whitehaven Coal,AUS,-30.562606,150.11498,100001010381,100001010387,75.0,100.0,{11742},"{6953,6954,11742}",1530,49:34.0
102,14904,Meandu Coal Mine,TEC Coal,Stanwell,AUS,-26.813543,151.911523,100001000931,100001010285,100.0,100.0,{11743},"{6480,11743}",3600,49:33.9
103,3162315,Metropolitan Coal Mine,Metropolitan Collieries,Peabody Energy,AUS,-34.184912,150.996569,100001000402,100001000887,100.0,100.0,{11744},"{5897,5904,11744}",7204,49:34.1
104,14905,Middlemount Coal Mine,Yancoal Australia,Yancoal Australia,AUS,-22.848131,148.631626,100000132368,100000132368,50.0,50.0,{11745},"{7048,11745}",44,49:33.9
105,14905,Middlemount Coal Mine,Peabody Energy,Peabody Energy,AUS,-22.848131,148.631626,100001000402,100001000402,50.0,50.0,{11745},{11745},7204,49:33.9
106,14906,Millenium Coal Mine,MetRes,Stanmore Resources,AUS,-22.029079,148.259967,100001010097,100001010174,50.0,100.0,{11746},"{6330,6355,11746}",3210,49:33.9
107,14906,Millenium Coal Mine,MetRes,M Resources,AUS,-22.029079,148.259967,100001010175,100001010174,50.0,100.0,{11746},"{6405,11746}",20,49:33.9
108,14907,Moolarben Coal Mine,other,other,AUS,-32.2828165,149.7591596,100000001753,100000001753,5.0,5.0,{11747},{11747},194,49:33.9
109,14907,Moolarben Coal Mine,Yancoal Australia,Yancoal Australia,AUS,-32.2828165,149.7591596,100000132368,100000132368,95.0,95.0,{11747},"{7048,11747}",44,49:33.9
110,14908,Moorvale Coal Mine,Marubeni,Marubeni,AUS,-21.971718,148.372197,100000000649,100000000649,7.0,7.0,{11748},"{5684,11748}",500,49:33.9
111,14908,Moorvale Coal Mine,other,other,AUS,-21.971718,148.372197,100000001753,100000001753,5.7,5.7,{11748},{11748},194,49:33.9
112,14908,Moorvale Coal Mine,CITIC Australia Coppabella,CITIC Australia Coppabella,AUS,-21.971718,148.372197,100000131453,100000131453,14.0,14.0,{11748},{11748},427,49:33.9
113,14908,Moorvale Coal Mine,Peabody Energy,Peabody Energy,AUS,-21.971718,148.372197,100001000402,100001000402,73.3,73.3,{11748},{11748},7204,49:33.9
114,14909,Moranbah North Coal Mine,Moranbah North,Mitsui & Co,AUS,-21.871331,147.956742,100000000651,100001000779,4.74,100.0,{11749},"{5832,11749}",575,49:33.9
115,14909,Moranbah North Coal Mine,Moranbah North,Nippon Steel,AUS,-21.871331,147.956742,100000000652,100001000779,5.0,100.0,{11749},"{5833,11749}",11,49:33.9
116,14909,Moranbah North Coal Mine,Moranbah North,Anglo American,AUS,-21.871331,147.956742,100001000407,100001000779,88.0,100.0,{11749},"{5837,11749}",125,49:33.9
117,14910,Mount Arthur Coal Mine,BHP,BHP,AUS,-32.337022,150.856144,100000131309,100000131309,100.0,100.0,{11750},{11750},60,49:33.9
118,16608,Mount Pleasant Coal Mine,Integrated Energy Services,Integrated Energy Services,AUS,-32.25591661,150.8499847,100000131707,100000131707,100.0,100.0,{11751},{11751},68,49:34.0
119,14911,Mt Owen Coal Mine,Mt Owen,Glencore,AUS,-32.4066392,151.085603,100001000400,100001000811,100.0,100.0,{11752},"{5863,5864,5865,11752}",441,49:33.9
120,14913,Myuna Coal Mine,Centennial Myuna,Banpu,AUS,-33.060111,151.568738,100001001130,100001001140,100.0,100.0,{11753},"{6204,11753}",15,49:33.9
121,14914,Narrabri Coal Mine,Narrabri Coal Joint Venture,J-POWER,AUS,-30.519437,149.903821,100000000641,100001010388,7.5,100.0,{11754},"{6953,6955,11754}",38900,49:33.9
122,14914,Narrabri Coal Mine,Narrabri Coal Joint Venture,Daewoo,AUS,-30.519437,149.903821,100001000841,100001010388,5.0,100.0,{11754},"{6953,6955,11754}",5361,49:33.9
123,14914,Narrabri Coal Mine,Narrabri Coal Joint Venture,Whitehaven Coal,AUS,-30.519437,149.903821,100001010381,100001010388,77.5,100.0,{11754},"{6953,6955,11754}",1530,49:33.9
124,14914,Narrabri Coal Mine,Narrabri Coal Joint Venture,Upper Horn Investments,AUS,-30.519437,149.903821,100001010389,100001010388,7.5,100.0,{11754},"{6953,6955,11754}",5,49:33.9
125,14915,Newlands Coal Mine,Newlands Coal,Glencore,AUS,-21.201424,147.887969,100001000400,100001000816,100.0,100.0,{11755},"{5867,11755}",441,49:33.9
126,14916,Oaky Creek Coal Mine,Glencore,Glencore,AUS,-23.072256,148.483994,100001000400,100001000400,100.0,100.0,{11756},"{5862,11756}",441,49:33.9
127,14917,Peak Downs Coal Mine,BHP Billiton Mitsubishi Alliance,BHP Group,AUS,-22.2548999,148.1796569,100000000015,100001000762,50.0,100.0,{11757},"{5827,6453,11757}",32100,49:33.9
128,14917,Peak Downs Coal Mine,BHP Billiton Mitsubishi Alliance,Mitsubishi,AUS,-22.2548999,148.1796569,100000000650,100001000762,50.0,100.0,{11757},"{5826,5827,6453,11757}",40,49:33.9
129,14918,Poitrel Coal Mine,Stanmore SMC,Stanmore Resources,AUS,-22.06650421,148.2551254,100001010097,100001010101,100.0,100.0,{11758},"{6330,6355,6356,11758}",3210,49:33.9
130,14919,Premier Coal Mine,Yancoal Australia,Yancoal Australia,AUS,-33.391728,116.286509,100000132368,100000132368,100.0,100.0,{11759},"{7048,11759}",44,49:33.9
131,14920,Ravensworth Coal Mine,ITOCHU,ITOCHU,AUS,-32.4426478,151.0063967,100000001237,100000001237,10.0,10.0,{11760},{11760},75,49:33.9
132,14920,Ravensworth Coal Mine,Glencore,Glencore,AUS,-32.4426478,151.0063967,100001000400,100001000400,90.0,90.0,{11760},"{5862,11760}",441,49:33.9
133,14921,Rix Creek Coal Mine,Bloomfield Group,Bloomfield Group,AUS,-32.52393559,151.1208768,100000131403,100000131403,100.0,100.0,{11761},{11761},90,49:33.9
134,14922,Rolleston Coal Mine,Rolleston Coal Holdings,Glencore,AUS,-24.456609,148.404902,100001000400,100001000817,,100.0,{11762},"{5862,5868,11762}",441,49:33.9
135,14923,Saraji Coal Mine,BHP Billiton Mitsubishi Alliance,BHP Group,AUS,-22.371371,148.299848,100000000015,100001000762,50.0,100.0,{11763},"{5827,6453,11763}",32100,49:33.9
136,14923,Saraji Coal Mine,BHP Billiton Mitsubishi Alliance,Mitsubishi,AUS,-22.371371,148.299848,100000000650,100001000762,50.0,100.0,{11763},"{5826,5827,6453,11763}",40,49:33.9
137,14924,Sonoma Coal Mine,QCoal,QCoal,AUS,-20.62,147.86,100000132087,100000132087,100.0,100.0,{11764},{11764},20,49:33.9
138,14925,South Walker Creek Coal Mine,Stanmore SMC,Stanmore Resources,AUS,-21.753393,148.443289,100001010097,100001010101,100.0,100.0,{11765},"{6330,6355,6356,11765}",3210,49:33.9
139,14926,Stratford Complex,Yanzhou Coal Mining,Shandong Energy Group,AUS,-32.11607,151.974708,100000000252,100000132372,100.0,100.0,{11767},{11767},153,49:33.9
140,14927,Tahmoor Coal Mine,SIMEC Mining Division,SIMEC Mining Division,AUS,-34.2532732,150.5753104,100000132155,100000132155,50.0,50.0,{11768},{11768},13,49:33.9
141,14927,Tahmoor Coal Mine,GFG Alliance,GFG Alliance,AUS,-34.2532732,150.5753104,100001000556,100001000556,50.0,50.0,{11768},{11768},769,49:33.9
142,3162340,Tarrawonga Coal Mine,Tarrawonga Coal,Whitehaven Coal,AUS,-30.639584,150.167277,100001010381,100001010383,100.0,100.0,{11769},"{6953,11769}",1530,49:34.1
143,3162341,Ulan Complex Coal Mine,Ulan Coal Mines,Glencore,AUS,-32.242539,149.749697,100001000400,100001000818,100.0,100.0,{11770},"{5863,5864,5869,6443,11770}",441,49:34.1
144,16696,United Wambo Coal Mine,Glencore,Glencore,AUS,-32.549369,150.984787,100001000400,100001000400,50.0,50.0,{11771},"{5862,11771}",441,49:34.0
145,16696,United Wambo Coal Mine,Peabody Energy,Peabody Energy,AUS,-32.549369,150.984787,100001000402,100001000402,50.0,50.0,{11771},{11771},7204,49:34.0
146,3162342,Wambo Open Cut Mine,Wambo Coal,Peabody Energy,AUS,-32.575524,151.006688,100001000402,100001000877,75.0,100.0,{11772},"{5897,5900,11772}",7204,49:34.1
147,3162342,Wambo Open Cut Mine,Wambo Coal,Sumiseki Holdings,AUS,-32.575524,151.006688,100001000882,100001000877,,100.0,{11772},"{5897,5900,5901,5902,11772}",6400,49:34.1
148,14928,Wambo Underground Coal Mine,Wambo Coal,Peabody Energy,AUS,-32.575524,151.006688,100001000402,100001000877,75.0,100.0,{11773},"{5897,5900,11773}",7204,49:33.9
149,14928,Wambo Underground Coal Mine,Wambo Coal,Sumiseki Holdings,AUS,-32.575524,151.006688,100001000882,100001000877,,100.0,{11773},"{5897,5900,5901,5902,11773}",6400,49:33.9
150,14929,Werris Creek Coal Mine,Werris Creek Coal,Whitehaven Coal,AUS,-31.40698,150.6395,100001010381,100001010385,100.0,100.0,{11774},"{6953,11774}",1530,49:33.9
151,14930,Wilpinjong Coal Mine,Wilpinjong Coal,Peabody Energy,AUS,-32.332,149.885,100001000402,100001000874,,100.0,{11775},"{5897,5899,11775}",7204,49:33.9
152,14931,Yallourn Coal Mine,EnergyAustralia,CLP Holdings,AUS,-38.195064,146.360402,100000000481,100001000299,100.0,100.0,{11776},"{5407,7163,11776}",6697,49:33.9
153,3162347,Yarrabee Coal Mine,Yanzhou Coal Mining,Shandong Energy Group,AUS,-23.317678,149.026371,100000000252,100000132372,100.0,100.0,{11777},{11777},153,49:34.1
154,3162348,Barapukuria Coal Mine,Petrobangla,Petrobangla,BGD,25.547269,88.96062,100000132049,100000132049,100.0,100.0,{11778},{11778},13,49:34.1
