,country,year,gas,emissions_quantity tonnes
1771,CIV,2017,co2,0.0
1772,CIV,2017,co2e_100yr,0.0
1773,CIV,2017,co2e_20yr,0.0
1774,CIV,2017,n2o,0.0
1775,CIV,2018,ch4,0.0
1776,CIV,2018,co2,0.0
1777,CIV,2018,co2e_100yr,0.0
1778,CIV,2018,co2e_20yr,0.0
1779,CIV,2018,n2o,0.0
1780,CIV,2019,ch4,0.0
1781,CIV,2019,co2,0.0
1782,CIV,2019,co2e_100yr,0.0
1783,CIV,2019,co2e_20yr,0.0
1784,CIV,2019,n2o,0.0
1785,CIV,2020,ch4,0.0
1786,CIV,2020,co2,0.0
1787,CIV,2020,co2e_100yr,0.0
1788,CIV,2020,co2e_20yr,0.0
1789,CIV,2020,n2o,0.0
1790,CIV,2021,ch4,0.0
1791,CIV,2021,co2,0.0
1792,CIV,2021,co2e_100yr,0.0
1793,CIV,2021,co2e_20yr,0.0
1794,CIV,2021,n2o,0.0
1795,CIV,2022,ch4,0.0
1796,CIV,2022,co2,0.0
1797,CIV,2022,co2e_100yr,0.0
1798,CIV,2022,co2e_20yr,0.0
1799,CIV,2022,n2o,0.0
1800,CMR,2015,ch4,0.0
1801,CMR,2015,co2,0.0
1802,CMR,2015,co2e_100yr,0.0
1803,CMR,2015,co2e_20yr,0.0
1804,CMR,2015,n2o,0.0
1805,CMR,2016,ch4,0.0
1806,CMR,2016,co2,0.0
1807,CMR,2016,co2e_100yr,0.0
1808,CMR,2016,co2e_20yr,0.0
1809,CMR,2016,n2o,0.0
1810,CMR,2017,ch4,0.0
1811,CMR,2017,co2,0.0
1812,CMR,2017,co2e_100yr,0.0
1813,CMR,2017,co2e_20yr,0.0
1814,CMR,2017,n2o,0.0
1815,CMR,2018,ch4,0.0
1816,CMR,2018,co2,0.0
1817,CMR,2018,co2e_100yr,0.0
1818,CMR,2018,co2e_20yr,0.0
1819,CMR,2018,n2o,0.0
1820,CMR,2019,ch4,0.0
1821,CMR,2019,co2,0.0
1822,CMR,2019,co2e_100yr,0.0
1823,CMR,2019,co2e_20yr,0.0
1824,CMR,2019,n2o,0.0
1825,CMR,2020,ch4,0.0
1826,CMR,2020,co2,0.0
1827,CMR,2020,co2e_100yr,0.0
1828,CMR,2020,co2e_20yr,0.0
1829,CMR,2020,n2o,0.0
1830,CMR,2021,ch4,0.0
1831,CMR,2021,co2,0.0
1832,CMR,2021,co2e_100yr,0.0
1833,CMR,2021,co2e_20yr,0.0
1834,CMR,2021,n2o,0.0
1835,CMR,2022,ch4,0.0
1836,CMR,2022,co2,0.0
1837,CMR,2022,co2e_100yr,0.0
1838,CMR,2022,co2e_20yr,0.0
1839,CMR,2022,n2o,0.0
1840,COD,2015,ch4,0.0
1841,COD,2015,co2,0.0
1842,COD,2015,co2e_100yr,0.0
1843,COD,2015,co2e_20yr,0.0
1844,COD,2015,n2o,0.0
1845,COD,2016,ch4,0.0
1846,COD,2016,co2,0.0
1847,COD,2016,co2e_100yr,0.0
1848,COD,2016,co2e_20yr,0.0
1849,COD,2016,n2o,0.0
1850,COD,2017,ch4,0.0
1851,COD,2017,co2,0.0
1852,COD,2017,co2e_100yr,0.0
1853,COD,2017,co2e_20yr,0.0
1854,COD,2017,n2o,0.0
1855,COD,2018,ch4,0.0
1856,COD,2018,co2,0.0
1857,COD,2018,co2e_100yr,0.0
1858,COD,2018,co2e_20yr,0.0
1859,COD,2018,n2o,0.0
1860,COD,2019,ch4,0.0
1861,COD,2019,co2,0.0
1862,COD,2019,co2e_100yr,0.0
1863,COD,2019,co2e_20yr,0.0
1864,COD,2019,n2o,0.0
1865,COD,2020,ch4,0.0
1866,COD,2020,co2,0.0
1867,COD,2020,co2e_100yr,0.0
1868,COD,2020,co2e_20yr,0.0
1869,COD,2020,n2o,0.0
1870,COD,2021,ch4,0.0
1871,COD,2021,co2,0.0
1872,COD,2021,co2e_100yr,0.0
1873,COD,2021,co2e_20yr,0.0
1874,COD,2021,n2o,0.0
1875,COD,2022,ch4,0.0
1876,COD,2022,co2,0.0
1877,COD,2022,co2e_100yr,0.0
1878,COD,2022,co2e_20yr,0.0
1879,COD,2022,n2o,0.0
1880,COG,2015,ch4,0.0
1881,COG,2015,co2,0.0
1882,COG,2015,co2e_100yr,0.0
1883,COG,2015,co2e_20yr,0.0
1884,COG,2015,n2o,0.0
1885,COG,2016,ch4,0.0
1886,COG,2016,co2,0.0
1887,COG,2016,co2e_100yr,0.0
1888,COG,2016,co2e_20yr,0.0
1889,COG,2016,n2o,0.0
1890,COG,2017,ch4,0.0
1891,COG,2017,co2,0.0
1892,COG,2017,co2e_100yr,0.0
1893,COG,2017,co2e_20yr,0.0
1894,COG,2017,n2o,0.0
1895,COG,2018,ch4,0.0
1896,COG,2018,co2,0.0
1897,COG,2018,co2e_100yr,0.0
1898,COG,2018,co2e_20yr,0.0
1899,COG,2018,n2o,0.0
1900,COG,2019,ch4,0.0
1901,COG,2019,co2,0.0
1902,COG,2019,co2e_100yr,0.0
1903,COG,2019,co2e_20yr,0.0
1904,COG,2019,n2o,0.0
1905,COG,2020,ch4,0.0
1906,COG,2020,co2,0.0
1907,COG,2020,co2e_100yr,0.0
1908,COG,2020,co2e_20yr,0.0
1909,COG,2020,n2o,0.0
1910,COG,2021,ch4,0.0
1911,COG,2021,co2,0.0
1912,COG,2021,co2e_100yr,0.0
1913,COG,2021,co2e_20yr,0.0
1914,COG,2021,n2o,0.0
1915,COG,2022,ch4,0.0
1916,COG,2022,co2,0.0
1917,COG,2022,co2e_100yr,0.0
1918,COG,2022,co2e_20yr,0.0
1919,COG,2022,n2o,0.0
1920,COK,2015,ch4,0.0
1921,COK,2015,co2,0.0
1922,COK,2015,co2e_100yr,0.0
1923,COK,2015,co2e_20yr,0.0
1924,COK,2015,n2o,0.0
1925,COK,2016,ch4,0.0
1926,COK,2016,co2,0.0
1927,COK,2016,co2e_100yr,0.0
1928,COK,2016,co2e_20yr,0.0
1929,COK,2016,n2o,0.0
1930,COK,2017,ch4,0.0
1931,COK,2017,co2,0.0
1932,COK,2017,co2e_100yr,0.0
1933,COK,2017,co2e_20yr,0.0
1934,COK,2017,n2o,0.0
1935,COK,2018,ch4,0.0
1936,COK,2018,co2,0.0
1937,COK,2018,co2e_100yr,0.0
1938,COK,2018,co2e_20yr,0.0
1939,COK,2018,n2o,0.0
1940,COK,2019,ch4,0.0
1941,COK,2019,co2,0.0
1942,COK,2019,co2e_100yr,0.0
1943,COK,2019,co2e_20yr,0.0
1944,COK,2019,n2o,0.0
1945,COK,2020,ch4,0.0
1946,COK,2020,co2,0.0
1947,COK,2020,co2e_100yr,0.0
1948,COK,2020,co2e_20yr,0.0
1949,COK,2020,n2o,0.0
1950,COK,2021,ch4,0.0
1951,COK,2021,co2,0.0
1952,COK,2021,co2e_100yr,0.0
1953,COK,2021,co2e_20yr,0.0
1954,COK,2021,n2o,0.0
1955,COK,2022,ch4,0.0
1956,COK,2022,co2,0.0
1957,COK,2022,co2e_100yr,0.0
1958,COK,2022,co2e_20yr,0.0
1959,COK,2022,n2o,0.0
1960,COL,2015,ch4,206723.01571107932
1961,COL,2015,co2,0.0
1962,COL,2015,co2e_100yr,5788244.439910223
1963,COL,2015,co2e_20yr,17364733.31973067
1964,COL,2015,n2o,0.0
1965,COL,2016,ch4,206723.01571107932
1966,COL,2016,co2,0.0
1967,COL,2016,co2e_100yr,5788244.439910223
1968,COL,2016,co2e_20yr,17364733.31973067
1969,COL,2016,n2o,0.0
1970,COL,2017,ch4,206723.01571107932
1971,COL,2017,co2,0.0
1972,COL,2017,co2e_100yr,5788244.439910223
1973,COL,2017,co2e_20yr,17364733.31973067
1974,COL,2017,n2o,0.0
1975,COL,2018,ch4,206723.01571107932
1976,COL,2018,co2,0.0
1977,COL,2018,co2e_100yr,5788244.439910223
1978,COL,2018,co2e_20yr,17364733.31973067
1979,COL,2018,n2o,0.0
1980,COL,2019,ch4,206723.01571107932
1981,COL,2019,co2,0.0
1982,COL,2019,co2e_100yr,5788244.439910223
1983,COL,2019,co2e_20yr,17364733.31973067
1984,COL,2019,n2o,0.0
1985,COL,2020,ch4,206723.01571107932
1986,COL,2020,co2,0.0
1987,COL,2020,co2e_100yr,5788244.439910223
1988,COL,2020,co2e_20yr,17364733.31973067
1989,COL,2020,n2o,0.0
1990,COL,2021,ch4,206723.01571107932
1991,COL,2021,co2,0.0
1992,COL,2021,co2e_100yr,5788244.439910223
1993,COL,2021,co2e_20yr,17364733.31973067
1994,COL,2021,n2o,0.0
1995,COL,2022,ch4,207351.45888594165
1996,COL,2022,co2,0.0
1997,COL,2022,co2e_100yr,5805840.848806366
1998,COL,2022,co2e_20yr,17417522.5464191
1999,COL,2022,n2o,0.0
2000,COM,2015,ch4,0.0
2001,COM,2015,co2,0.0
2002,COM,2015,co2e_100yr,0.0
2003,COM,2015,co2e_20yr,0.0
2004,COM,2015,n2o,0.0
2005,COM,2016,ch4,0.0
2006,COM,2016,co2,0.0
2007,COM,2016,co2e_100yr,0.0
2008,COM,2016,co2e_20yr,0.0
2009,COM,2016,n2o,0.0
2010,COM,2017,ch4,0.0
2011,COM,2017,co2,0.0
2012,COM,2017,co2e_100yr,0.0
2013,COM,2017,co2e_20yr,0.0
2014,COM,2017,n2o,0.0
2015,COM,2018,ch4,0.0
2016,COM,2018,co2,0.0
2017,COM,2018,co2e_100yr,0.0
2018,COM,2018,co2e_20yr,0.0
2019,COM,2018,n2o,0.0
2020,COM,2019,ch4,0.0
2021,COM,2019,co2,0.0
2022,COM,2019,co2e_100yr,0.0
2023,COM,2019,co2e_20yr,0.0
2024,COM,2019,n2o,0.0
2025,COM,2020,ch4,0.0
2026,COM,2020,co2,0.0
2027,COM,2020,co2e_100yr,0.0
2028,COM,2020,co2e_20yr,0.0
2029,COM,2020,n2o,0.0
2030,COM,2021,ch4,0.0
2031,COM,2021,co2,0.0
2032,COM,2021,co2e_100yr,0.0
2033,COM,2021,co2e_20yr,0.0
2034,COM,2021,n2o,0.0
2035,COM,2022,ch4,0.0
2036,COM,2022,co2,0.0
2037,COM,2022,co2e_100yr,0.0
2038,COM,2022,co2e_20yr,0.0
2039,COM,2022,n2o,0.0
2040,CPV,2015,ch4,0.0
2041,CPV,2015,co2,0.0
2042,CPV,2015,co2e_100yr,0.0
2043,CPV,2015,co2e_20yr,0.0
2044,CPV,2015,n2o,0.0
2045,CPV,2016,ch4,0.0
2046,CPV,2016,co2,0.0
2047,CPV,2016,co2e_100yr,0.0
2048,CPV,2016,co2e_20yr,0.0
2049,CPV,2016,n2o,0.0
2050,CPV,2017,ch4,0.0
2051,CPV,2017,co2,0.0
2052,CPV,2017,co2e_100yr,0.0
2053,CPV,2017,co2e_20yr,0.0
2054,CPV,2017,n2o,0.0
2055,CPV,2018,ch4,0.0
2056,CPV,2018,co2,0.0
2057,CPV,2018,co2e_100yr,0.0
2058,CPV,2018,co2e_20yr,0.0
2059,CPV,2018,n2o,0.0
2060,CPV,2019,ch4,0.0
2061,CPV,2019,co2,0.0
2062,CPV,2019,co2e_100yr,0.0
2063,CPV,2019,co2e_20yr,0.0
2064,CPV,2019,n2o,0.0
2065,CPV,2020,ch4,0.0
2066,CPV,2020,co2,0.0
2067,CPV,2020,co2e_100yr,0.0
2068,CPV,2020,co2e_20yr,0.0
2069,CPV,2020,n2o,0.0
2070,CPV,2021,ch4,0.0
2071,CPV,2021,co2,0.0
2072,CPV,2021,co2e_100yr,0.0
2073,CPV,2021,co2e_20yr,0.0
2074,CPV,2021,n2o,0.0
2075,CPV,2022,ch4,0.0
2076,CPV,2022,co2,0.0
2077,CPV,2022,co2e_100yr,0.0
2078,CPV,2022,co2e_20yr,0.0
2079,CPV,2022,n2o,0.0
2080,CRI,2015,ch4,0.0
2081,CRI,2015,co2,0.0
2082,CRI,2015,co2e_100yr,0.0
2083,CRI,2015,co2e_20yr,0.0
2084,CRI,2015,n2o,0.0
2085,CRI,2016,ch4,0.0
2086,CRI,2016,co2,0.0
2087,CRI,2016,co2e_100yr,0.0
2088,CRI,2016,co2e_20yr,0.0
2089,CRI,2016,n2o,0.0
2090,CRI,2017,ch4,0.0
2091,CRI,2017,co2,0.0
2092,CRI,2017,co2e_100yr,0.0
2093,CRI,2017,co2e_20yr,0.0
2094,CRI,2017,n2o,0.0
2095,CRI,2018,ch4,0.0
2096,CRI,2018,co2,0.0
2097,CRI,2018,co2e_100yr,0.0
2098,CRI,2018,co2e_20yr,0.0
2099,CRI,2018,n2o,0.0
2100,CRI,2019,ch4,0.0
2101,CRI,2019,co2,0.0
2102,CRI,2019,co2e_100yr,0.0
2103,CRI,2019,co2e_20yr,0.0
2104,CRI,2019,n2o,0.0
2105,CRI,2020,ch4,0.0
2106,CRI,2020,co2,0.0
2107,CRI,2020,co2e_100yr,0.0
2108,CRI,2020,co2e_20yr,0.0
2109,CRI,2020,n2o,0.0
2110,CRI,2021,ch4,0.0
2111,CRI,2021,co2,0.0
2112,CRI,2021,co2e_100yr,0.0
2113,CRI,2021,co2e_20yr,0.0
2114,CRI,2021,n2o,0.0
2115,CRI,2022,ch4,0.0
2116,CRI,2022,co2,0.0
2117,CRI,2022,co2e_100yr,0.0
2118,CRI,2022,co2e_20yr,0.0
2119,CRI,2022,n2o,0.0
2120,CUB,2015,ch4,0.0
2121,CUB,2015,co2,0.0
2122,CUB,2015,co2e_100yr,0.0
2123,CUB,2015,co2e_20yr,0.0
2124,CUB,2015,n2o,0.0
2125,CUB,2016,ch4,0.0
2126,CUB,2016,co2,0.0
2127,CUB,2016,co2e_100yr,0.0
2128,CUB,2016,co2e_20yr,0.0
2129,CUB,2016,n2o,0.0
2130,CUB,2017,ch4,0.0
2131,CUB,2017,co2,0.0
2132,CUB,2017,co2e_100yr,0.0
2133,CUB,2017,co2e_20yr,0.0
2134,CUB,2017,n2o,0.0
2135,CUB,2018,ch4,0.0
2136,CUB,2018,co2,0.0
2137,CUB,2018,co2e_100yr,0.0
2138,CUB,2018,co2e_20yr,0.0
2139,CUB,2018,n2o,0.0
2140,CUB,2019,ch4,0.0
2141,CUB,2019,co2,0.0
2142,CUB,2019,co2e_100yr,0.0
2143,CUB,2019,co2e_20yr,0.0
2144,CUB,2019,n2o,0.0
2145,CUB,2020,ch4,0.0
2146,CUB,2020,co2,0.0
2147,CUB,2020,co2e_100yr,0.0
2148,CUB,2020,co2e_20yr,0.0
2149,CUB,2020,n2o,0.0
2150,CUB,2021,ch4,0.0
2151,CUB,2021,co2,0.0
2152,CUB,2021,co2e_100yr,0.0
2153,CUB,2021,co2e_20yr,0.0
2154,CUB,2021,n2o,0.0
2155,CUB,2022,ch4,0.0
2156,CUB,2022,co2,0.0
2157,CUB,2022,co2e_100yr,0.0
2158,CUB,2022,co2e_20yr,0.0
2159,CUB,2022,n2o,0.0
2160,CUW,2015,ch4,0.0
2161,CUW,2015,co2,0.0
2162,CUW,2015,co2e_100yr,0.0
2163,CUW,2015,co2e_20yr,0.0
2164,CUW,2015,n2o,0.0
2165,CUW,2016,ch4,0.0
2166,CUW,2016,co2,0.0
2167,CUW,2016,co2e_100yr,0.0
2168,CUW,2016,co2e_20yr,0.0
2169,CUW,2016,n2o,0.0
2170,CUW,2017,ch4,0.0
2171,CUW,2017,co2,0.0
2172,CUW,2017,co2e_100yr,0.0
2173,CUW,2017,co2e_20yr,0.0
2174,CUW,2017,n2o,0.0
2175,CUW,2018,ch4,0.0
2176,CUW,2018,co2,0.0
2177,CUW,2018,co2e_100yr,0.0
2178,CUW,2018,co2e_20yr,0.0
2179,CUW,2018,n2o,0.0
2180,CUW,2019,ch4,0.0
2181,CUW,2019,co2,0.0
2182,CUW,2019,co2e_100yr,0.0
2183,CUW,2019,co2e_20yr,0.0
2184,CUW,2019,n2o,0.0
2185,CUW,2020,ch4,0.0
2186,CUW,2020,co2,0.0
2187,CUW,2020,co2e_100yr,0.0
2188,CUW,2020,co2e_20yr,0.0
2189,CUW,2020,n2o,0.0
2190,CUW,2021,ch4,0.0
2191,CUW,2021,co2,0.0
2192,CUW,2021,co2e_100yr,0.0
2193,CUW,2021,co2e_20yr,0.0
2194,CUW,2021,n2o,0.0
2195,CUW,2022,ch4,0.0
2196,CUW,2022,co2,0.0
2197,CUW,2022,co2e_100yr,0.0
2198,CUW,2022,co2e_20yr,0.0
2199,CUW,2022,n2o,0.0
2200,CXR,2015,ch4,0.0
2201,CXR,2015,co2,0.0
2202,CXR,2015,co2e_100yr,0.0
2203,CXR,2015,co2e_20yr,0.0
2204,CXR,2015,n2o,0.0
2205,CXR,2016,ch4,0.0
2206,CXR,2016,co2,0.0
2207,CXR,2016,co2e_100yr,0.0
2208,CXR,2016,co2e_20yr,0.0
2209,CXR,2016,n2o,0.0
2210,CXR,2017,ch4,0.0
2211,CXR,2017,co2,0.0
2212,CXR,2017,co2e_100yr,0.0
2213,CXR,2017,co2e_20yr,0.0
2214,CXR,2017,n2o,0.0
2215,CXR,2018,ch4,0.0
2216,CXR,2018,co2,0.0
2217,CXR,2018,co2e_100yr,0.0
2218,CXR,2018,co2e_20yr,0.0
2219,CXR,2018,n2o,0.0
2220,CXR,2019,ch4,0.0
2221,CXR,2019,co2,0.0
2222,CXR,2019,co2e_100yr,0.0
2223,CXR,2019,co2e_20yr,0.0
2224,CXR,2019,n2o,0.0
2225,CXR,2020,ch4,0.0
2226,CXR,2020,co2,0.0
2227,CXR,2020,co2e_100yr,0.0
2228,CXR,2020,co2e_20yr,0.0
2229,CXR,2020,n2o,0.0
2230,CXR,2021,ch4,0.0
2231,CXR,2021,co2,0.0
2232,CXR,2021,co2e_100yr,0.0
2233,CXR,2021,co2e_20yr,0.0
2234,CXR,2021,n2o,0.0
2235,CXR,2022,ch4,0.0
2236,CXR,2022,co2,0.0
2237,CXR,2022,co2e_100yr,0.0
2238,CXR,2022,co2e_20yr,0.0
2239,CXR,2022,n2o,0.0
2240,CYM,2015,ch4,0.0
2241,CYM,2015,co2,0.0
2242,CYM,2015,co2e_100yr,0.0
2243,CYM,2015,co2e_20yr,0.0
2244,CYM,2015,n2o,0.0
2245,CYM,2016,ch4,0.0
2246,CYM,2016,co2,0.0
2247,CYM,2016,co2e_100yr,0.0
2248,CYM,2016,co2e_20yr,0.0
2249,CYM,2016,n2o,0.0
2250,CYM,2017,ch4,0.0
2251,CYM,2017,co2,0.0
2252,CYM,2017,co2e_100yr,0.0
2253,CYM,2017,co2e_20yr,0.0
2254,CYM,2017,n2o,0.0
2255,CYM,2018,ch4,0.0
2256,CYM,2018,co2,0.0
2257,CYM,2018,co2e_100yr,0.0
2258,CYM,2018,co2e_20yr,0.0
2259,CYM,2018,n2o,0.0
2260,CYM,2019,ch4,0.0
2261,CYM,2019,co2,0.0
2262,CYM,2019,co2e_100yr,0.0
2263,CYM,2019,co2e_20yr,0.0
2264,CYM,2019,n2o,0.0
2265,CYM,2020,ch4,0.0
2266,CYM,2020,co2,0.0
2267,CYM,2020,co2e_100yr,0.0
2268,CYM,2020,co2e_20yr,0.0
2269,CYM,2020,n2o,0.0
2270,CYM,2021,ch4,0.0
2271,CYM,2021,co2,0.0
2272,CYM,2021,co2e_100yr,0.0
2273,CYM,2021,co2e_20yr,0.0
2274,CYM,2021,n2o,0.0
2275,CYM,2022,ch4,0.0
2276,CYM,2022,co2,0.0
2277,CYM,2022,co2e_100yr,0.0
2278,CYM,2022,co2e_20yr,0.0
2279,CYM,2022,n2o,0.0
2280,CYP,2015,ch4,0.0
2281,CYP,2015,co2,0.0
2282,CYP,2015,co2e_100yr,0.0
2283,CYP,2015,co2e_20yr,0.0
2284,CYP,2015,n2o,0.0
2285,CYP,2016,ch4,0.0
2286,CYP,2016,co2,0.0
2287,CYP,2016,co2e_100yr,0.0
2288,CYP,2016,co2e_20yr,0.0
2289,CYP,2016,n2o,0.0
2290,CYP,2017,ch4,0.0
2291,CYP,2017,co2,0.0
2292,CYP,2017,co2e_100yr,0.0
2293,CYP,2017,co2e_20yr,0.0
2294,CYP,2017,n2o,0.0
2295,CYP,2018,ch4,0.0
2296,CYP,2018,co2,0.0
2297,CYP,2018,co2e_100yr,0.0
2298,CYP,2018,co2e_20yr,0.0
2299,CYP,2018,n2o,0.0
2300,CYP,2019,ch4,0.0
2301,CYP,2019,co2,0.0
2302,CYP,2019,co2e_100yr,0.0
2303,CYP,2019,co2e_20yr,0.0
2304,CYP,2019,n2o,0.0
2305,CYP,2020,ch4,0.0
2306,CYP,2020,co2,0.0
2307,CYP,2020,co2e_100yr,0.0
2308,CYP,2020,co2e_20yr,0.0
2309,CYP,2020,n2o,0.0
2310,CYP,2021,ch4,0.0
2311,CYP,2021,co2,0.0
2312,CYP,2021,co2e_100yr,0.0
2313,CYP,2021,co2e_20yr,0.0
2314,CYP,2021,n2o,0.0
2315,CYP,2022,ch4,0.0
2316,CYP,2022,co2,0.0
2317,CYP,2022,co2e_100yr,0.0
2318,CYP,2022,co2e_20yr,0.0
2319,CYP,2022,n2o,0.0
2320,CZE,2015,ch4,71128.54519485819
2321,CZE,2015,co2,0.0
2322,CZE,2015,co2e_100yr,1991599.2654560297
2323,CZE,2015,co2e_20yr,5974797.796368089
2324,CZE,2015,n2o,0.0
2325,CZE,2016,ch4,71128.54519485819
2326,CZE,2016,co2,0.0
2327,CZE,2016,co2e_100yr,1991599.2654560297
2328,CZE,2016,co2e_20yr,5974797.796368089
2329,CZE,2016,n2o,0.0
2330,CZE,2017,ch4,71128.54519485819
2331,CZE,2017,co2,0.0
2332,CZE,2017,co2e_100yr,1991599.2654560297
2333,CZE,2017,co2e_20yr,5974797.796368089
2334,CZE,2017,n2o,0.0
2335,CZE,2018,ch4,71128.54519485819
2336,CZE,2018,co2,0.0
2337,CZE,2018,co2e_100yr,1991599.2654560297
2338,CZE,2018,co2e_20yr,5974797.796368089
2339,CZE,2018,n2o,0.0
2340,CZE,2019,ch4,71128.54519485819
2341,CZE,2019,co2,0.0
2342,CZE,2019,co2e_100yr,1991599.2654560297
2343,CZE,2019,co2e_20yr,5974797.796368089
2344,CZE,2019,n2o,0.0
2345,CZE,2020,ch4,71128.54519485819
2346,CZE,2020,co2,0.0
2347,CZE,2020,co2e_100yr,1991599.2654560297
2348,CZE,2020,co2e_20yr,5974797.796368089
2349,CZE,2020,n2o,0.0
2350,CZE,2021,ch4,71128.54519485819
2351,CZE,2021,co2,0.0
2352,CZE,2021,co2e_100yr,1991599.2654560297
2353,CZE,2021,co2e_20yr,5974797.796368089
2354,CZE,2021,n2o,0.0
2355,CZE,2022,ch4,71128.54519485819
2356,CZE,2022,co2,0.0
2357,CZE,2022,co2e_100yr,1991599.2654560297
2358,CZE,2022,co2e_20yr,5974797.796368089
2359,CZE,2022,n2o,0.0
2360,DEU,2015,ch4,263552.2342379106
2361,DEU,2015,co2,0.0
2362,DEU,2015,co2e_100yr,7379462.558661497
2363,DEU,2015,co2e_20yr,22138387.67598449
2364,DEU,2015,n2o,0.0
2365,DEU,2016,ch4,263552.2342379106
2366,DEU,2016,co2,0.0
2367,DEU,2016,co2e_100yr,7379462.558661497
2368,DEU,2016,co2e_20yr,22138387.67598449
2369,DEU,2016,n2o,0.0
2370,DEU,2017,ch4,263552.2342379106
2371,DEU,2017,co2,0.0
2372,DEU,2017,co2e_100yr,7379462.558661497
2373,DEU,2017,co2e_20yr,22138387.67598449
2374,DEU,2017,n2o,0.0
2375,DEU,2018,ch4,263552.2342379106
2376,DEU,2018,co2,0.0
2377,DEU,2018,co2e_100yr,7379462.558661497
2378,DEU,2018,co2e_20yr,22138387.67598449
2379,DEU,2018,n2o,0.0
2380,DEU,2019,ch4,263552.2342379106
2381,DEU,2019,co2,0.0
2382,DEU,2019,co2e_100yr,7379462.558661497
2383,DEU,2019,co2e_20yr,22138387.67598449
2384,DEU,2019,n2o,0.0
2385,DEU,2020,ch4,263552.2342379106
2386,DEU,2020,co2,0.0
2387,DEU,2020,co2e_100yr,7379462.558661497
2388,DEU,2020,co2e_20yr,22138387.67598449
2389,DEU,2020,n2o,0.0
2390,DEU,2021,ch4,263552.2342379106
2391,DEU,2021,co2,0.0
2392,DEU,2021,co2e_100yr,7379462.558661497
2393,DEU,2021,co2e_20yr,22138387.67598449
2394,DEU,2021,n2o,0.0
2395,DEU,2022,ch4,263552.2342379106
2396,DEU,2022,co2,0.0
2397,DEU,2022,co2e_100yr,7379462.558661497
2398,DEU,2022,co2e_20yr,22138387.67598449
2399,DEU,2022,n2o,0.0
2400,DJI,2015,ch4,0.0
2401,DJI,2015,co2,0.0
2402,DJI,2015,co2e_100yr,0.0
2403,DJI,2015,co2e_20yr,0.0
2404,DJI,2015,n2o,0.0
2405,DJI,2016,ch4,0.0
2406,DJI,2016,co2,0.0
2407,DJI,2016,co2e_100yr,0.0
2408,DJI,2016,co2e_20yr,0.0
2409,DJI,2016,n2o,0.0
2410,DJI,2017,ch4,0.0
2411,DJI,2017,co2,0.0
2412,DJI,2017,co2e_100yr,0.0
2413,DJI,2017,co2e_20yr,0.0
2414,DJI,2017,n2o,0.0
2415,DJI,2018,ch4,0.0
2416,DJI,2018,co2,0.0
2417,DJI,2018,co2e_100yr,0.0
2418,DJI,2018,co2e_20yr,0.0
2419,DJI,2018,n2o,0.0
2420,DJI,2019,ch4,0.0
2421,DJI,2019,co2,0.0
2422,DJI,2019,co2e_100yr,0.0
2423,DJI,2019,co2e_20yr,0.0
2424,DJI,2019,n2o,0.0
2425,DJI,2020,ch4,0.0
2426,DJI,2020,co2,0.0
2427,DJI,2020,co2e_100yr,0.0
2428,DJI,2020,co2e_20yr,0.0
2429,DJI,2020,n2o,0.0
2430,DJI,2021,ch4,0.0
2431,DJI,2021,co2,0.0
2432,DJI,2021,co2e_100yr,0.0
2433,DJI,2021,co2e_20yr,0.0
2434,DJI,2021,n2o,0.0
2435,DJI,2022,ch4,0.0
2436,DJI,2022,co2,0.0
2437,DJI,2022,co2e_100yr,0.0
2438,DJI,2022,co2e_20yr,0.0
2439,DJI,2022,n2o,0.0
2440,DMA,2015,ch4,0.0
2441,DMA,2015,co2,0.0
2442,DMA,2015,co2e_100yr,0.0
2443,DMA,2015,co2e_20yr,0.0
2444,DMA,2015,n2o,0.0
2445,DMA,2016,ch4,0.0
2446,DMA,2016,co2,0.0
2447,DMA,2016,co2e_100yr,0.0
2448,DMA,2016,co2e_20yr,0.0
2449,DMA,2016,n2o,0.0
2450,DMA,2017,ch4,0.0
2451,DMA,2017,co2,0.0
2452,DMA,2017,co2e_100yr,0.0
2453,DMA,2017,co2e_20yr,0.0
2454,DMA,2017,n2o,0.0
2455,DMA,2018,ch4,0.0
2456,DMA,2018,co2,0.0
2457,DMA,2018,co2e_100yr,0.0
2458,DMA,2018,co2e_20yr,0.0
2459,DMA,2018,n2o,0.0
2460,DMA,2019,ch4,0.0
2461,DMA,2019,co2,0.0
2462,DMA,2019,co2e_100yr,0.0
2463,DMA,2019,co2e_20yr,0.0
2464,DMA,2019,n2o,0.0
2465,DMA,2020,ch4,0.0
2466,DMA,2020,co2,0.0
2467,DMA,2020,co2e_100yr,0.0
2468,DMA,2020,co2e_20yr,0.0
2469,DMA,2020,n2o,0.0
2470,DMA,2021,ch4,0.0
2471,DMA,2021,co2,0.0
2472,DMA,2021,co2e_100yr,0.0
2473,DMA,2021,co2e_20yr,0.0
2474,DMA,2021,n2o,0.0
2475,DMA,2022,ch4,0.0
2476,DMA,2022,co2,0.0
2477,DMA,2022,co2e_100yr,0.0
2478,DMA,2022,co2e_20yr,0.0
2479,DMA,2022,n2o,0.0
2480,DNK,2015,ch4,0.0
2481,DNK,2015,co2,0.0
2482,DNK,2015,co2e_100yr,0.0
2483,DNK,2015,co2e_20yr,0.0
2484,DNK,2015,n2o,0.0
2485,DNK,2016,ch4,0.0
